id,bidang,judul_lomba,more_info,tanggal_pendaftaran,deadline_pendaftaran,tingkat,lembaga_penyelenggara,narahubung,deskripsi,biaya_pendaftaran
99,essay,Global Essay Competition by St. Gallen Symposium,https://symposium.org/,08-09-2023,18-10-2023,Internasional,St Gallen Symposium,62338838381,"Kompetisi esai internasional yang diadakan oleh St. Gallen Symposium untuk mahasiswa, bertujuan untuk mengumpulkan ide-ide inovatif yang dapat mengatasi tantangan global.",Rp 420.000
100,essay,New York Times Student Editorial Contest,https://www.nytimes.com/,08-09-2023,18-10-2023,Internasional,NY Times,62374773819,Kompetisi ini mengundang siswa untuk menulis editorial tentang topik-topik yang relevan dengan kondisi saat ini. Peserta didorong untuk menulis opini yang mendalam dan berbasis fakta.,Rp 310.000
101,bisnis,StudentxCEOs 13th GrandSummit,linktr.ee/sxcgrandsummit13,06-04-2024,12-05-2024,Nasional,StudentsxCEOs,6281234567890,"Sebuah kompetisi dan acara besar yang diselenggarakan oleh StudentxCEOs, dengan tujuan menghubungkan pemimpin masa depan dengan perusahaan dan industri. Ajang ini terdiri dari berbagai kompetisi terkait kepemimpinan dan bisnis.",Rp 240.000
102,bisnis,Startup Pitch Competition,contact@startuphub.org,05-01-2024,28-02-2024,Internasional,Startup Hub International,6281123456789,Kompetisi di mana pengusaha pemula mempresentasikan ide startup mereka di depan juri untuk mendapatkan pendanaan atau dukungan lainnya. Kompetisi ini bertujuan menemukan inovasi bisnis baru yang potensial.,Rp 360.000
103,bisnis,Investment Strategy Contest,info@investmentinstitute.org,10-01-2024,15-03-2024,Nasional,Investment Strategy Institute,6282234567890,Kompetisi yang menantang peserta untuk mengembangkan dan mempresentasikan strategi investasi yang efektif dalam berbagai kondisi pasar.,Rp 130.000
104,bisnis,Marketing Innovation Challenge,marketingforum@excellence.org,15-01-2024,15-04-2024,Nasional,Marketing Excellence Forum,6282123456789,Lomba yang meminta peserta untuk mengusulkan solusi pemasaran inovatif dan kreatif yang dapat meningkatkan daya saing suatu produk atau merek.,Rp 390.000
105,bisnis,Financial Analysis Competition,finance@globalnetwork.org,01-02-2024,30-04-2024,Internasional,Global Finance Network,6282345678901,Kompetisi yang menguji kemampuan peserta dalam menganalisis data keuangan dan membuat keputusan berdasarkan analisis tersebut.,Rp 200.000
106,bisnis,Business Model Competition,info@businessmodel.org,10-02-2024,15-05-2024,Nasional,Business Model Foundation,6281245678901,Lomba di mana peserta diminta untuk merancang model bisnis yang inovatif dan berkelanjutan untuk sebuah produk atau layanan.,Rp 480.000
107,bisnis,Entrepreneurial Ideas Challenge,club@entrepreneurial.org,01-03-2024,30-06-2024,Nasional,Entrepreneurial Club,6281134567890,Kompetisi yang bertujuan mencari ide-ide kewirausahaan yang kreatif dan memiliki potensi untuk dikembangkan menjadi usaha yang sukses.,Rp 270.000
108,bisnis,Management Case Study Competition,contact@managementsociety.org,15-03-2024,15-07-2024,Internasional,International Management Society,6282145678901,Lomba yang menguji kemampuan peserta dalam menganalisis dan menyelesaikan studi kasus manajemen yang kompleks.,Rp 180.000
109,2024,Digital Marketing Competition,info@digitalmarketing.org,01-04-2024,31-07-2024,Nasional,Digital Marketing Institute,6282256789012,Kompetisi yang menilai keterampilan peserta dalam merancang dan mengimplementasikan strategi pemasaran digital yang efektif.,Rp 440.000
110,bisnis,Corporate Strategy Challenge,strategy@network.org,10-04-2024,15-08-2024,Internasional,Corporate Strategy Network,6281267890123,Lomba yang meminta peserta untuk merumuskan dan mempresentasikan strategi korporat yang dapat membantu perusahaan mencapai tujuan jangka panjangnya.,Rp 340.000
111,it,Investment Festival (INFEST),infestitb2024.com,13-07-2024,20-07-2024,Universitas,Kelompok Studi Ekonomi dan Pasar Modal ITB,6281145678901,"Festival yang berfokus pada berbagai aspek investasi, termasuk kompetisi strategi investasi dan presentasi oleh para ahli di bidangnya.",Rp 150.000
112,it,ASEAN Data Science Explorers 2024,aseandse.org,15-01-2024,15-04-2024,Internasional,ASEAN,6281678901234,Kompetisi data sains yang mengajak peserta dari negara-negara ASEAN untuk menganalisis data dan menemukan wawasan yang bermanfaat.,Rp 490.000
113,it,ICPC Asia Jakarta Regional Contest 2024,icpc.global,01-03-2024,31-03-2024,Asia,International Collegiate Programming Contest,6282267891234,Kontes regional Asia dari International Collegiate Programming Contest (ICPC) yang menguji keterampilan pemrograman dan pemecahan masalah mahasiswa.,Rp 300.000
114,it,Indonesia Inventors Day,iysa.or.id,01-02-2024,01-05-2024,Nasional,Indonesian Young Scientist Association (IYSA),6281778901234,"Acara yang merayakan inovasi dan penemuan di Indonesia, dengan berbagai kompetisi dan pameran oleh para penemu dan inovator.",Rp 220.000
115,it,Hackathon Merdeka,hackathonmerdeka.id,15-02-2024,15-03-2024,Nasional,Kominfo,6281789012345,Hackathon yang diadakan untuk merayakan kemerdekaan dengan menantang peserta untuk menciptakan solusi teknologi inovatif.,Rp 410.000
116,it,Gemastik XVII 2024,https://gemastik.kemdikbud.go.id/,01-03-2024,15-05-2024,Nasional,Kementerian Pendidikan dan Kebudayaan RI,6281789023456,Kompetisi mahasiswa di bidang teknologi informasi dan komunikasi yang menampilkan berbagai cabang lomba untuk menguji kreativitas dan keterampilan teknologi peserta.,Rp 510.000
117,it,Huawei ICT Competition,huawei.com,01-04-2024,30-04-2024,Internasional,Huawei,6281789034567,Kompetisi yang menguji keterampilan peserta dalam bidang teknologi informasi dan komunikasi (ICT) dengan menggunakan teknologi Huawei.,Rp 520.000
118,it,Smart City App Hack,smartcityapphack.com,10-03-2024,10 -06-2024,Internasional,Smart City Hack,6281890123456,Hackathon yang berfokus pada pengembangan aplikasi untuk mendukung konsep kota pintar (smart city) dengan solusi teknologi.,Rp 530.000
119,it,Codeforces Global Round 2024,codeforces.com,01-01-2024,31-12-2024,Internasional,Codeforces,6281890134567,"Kompetisi pemrograman tingkat global yang diadakan oleh Codeforces, menantang peserta untuk menyelesaikan tantangan algoritma.",Rp 540.000
120,it,Innovative Design Challenge 2024,ieee.org,20-02-2024,20-04-2024,Internasional,Institute of Electrical and Electronics Engineers,6281890145678,Lomba yang menguji kreativitas peserta dalam merancang solusi desain yang inovatif untuk berbagai tantangan.,Rp 550.000
121,videografi,International Video Contest,info@globalfilmfestival.org,01-01-2024,31-01-2024,Internasional,Global Film Festival,6281890156789,"Kompetisi video internasional yang meminta peserta untuk membuat video dengan tema tertentu, dinilai berdasarkan kreativitas dan kualitas produksi.",Rp 560.000
122,videografi,Documentary Film Competition,contact@docassn.org,05-01-2024,28-02-2024,Nasional,National Documentary Association,6281901234567,Lomba yang menilai kemampuan peserta dalam membuat film dokumenter yang informatif dan menarik.,Rp 570.000
123,videografi,Creative Video Challenge,info@creativemediahub.com,10-01-2024,15-03-2024,Nasional,Creative Media Hub,6281901234568,Kompetisi yang menantang peserta untuk membuat video yang kreatif dengan tema atau batasan tertentu.,Rp 580.000
124,videografi,Educational Video Contest,edu@mediafoundation.org,15-01-2024,15-04-2024,Nasional,Educational Media Foundation,6281901234569,Lomba yang mengharuskan peserta untuk membuat video edukatif yang dapat digunakan sebagai materi pembelajaran.,Rp 590.000
125,videografi,Social Issues Video Contest,socialimpact@network.org,01-02-2024,30-04-2024,Internasional,Social Impact Network,6281901234570,"Kompetisi video yang fokus pada isu-isu sosial, meminta peserta untuk membuat video yang mengangkat dan membahas masalah sosial tertentu.",Rp 600.000
126,videografi,Art and Video Showcase,showcase@visualarts.org,10-02-2024,15-05-2024,Nasional,Visual Arts Society,6282001234567,"Acara pameran yang menampilkan karya seni dan video, menggabungkan berbagai bentuk ekspresi kreatif.",Rp 610.000
127,videografi,Tech Video Challenge,techconference@innovations.org,01-03-2024,30-06-2024,Internasional,Tech Innovations Conference,6282012345678,"Kompetisi yang menilai video terkait teknologi, baik itu demonstrasi teknologi baru, tutorial, atau konten teknologi lainnya.",Rp 620.000
128,videografi,Short Film Competition,shortfilmfest@organization.org,15-03-2024,15-07-2024,Nasional,Short Film Festival,6282012345679,"Kompetisi yang mengundang peserta untuk membuat film pendek dengan durasi tertentu, dinilai berdasarkan kreativitas, penyampaian cerita, dan kualitas produksi.",Rp 630.000
129,videografi,Humanities Video Contest,contact@humanitiesarts.org,01-04-2024,31-07-2024,Internasional,Humanities and Arts Institute,6282023456780,"Lomba video yang fokus pada tema humaniora, meminta peserta untuk membuat video yang membahas atau menginterpretasikan aspek-aspek dalam studi humaniora.",Rp 640.000
130,videografi,Health Awareness Video Contest,healthfoundation@education.org,10-04-2024,15-08-2024,Nasional,Health Education Foundation,6282123456789,"Kompetisi video yang bertujuan untuk meningkatkan kesadaran kesehatan, di mana peserta membuat video yang mengedukasi atau mempromosikan pesan kesehatan.",Rp 650.000
131,poster,Poster Design Competition,info@komunitasdesain.org,01-01-2024,31-01-2024,Nasional,Komunitas Desain Grafis,6282134567890,"Kompetisi yang menilai keterampilan peserta dalam merancang poster, termasuk elemen grafis, tata letak, dan pesan yang disampaikan.",Rp 660.000
132,poster,National Poster Contest,contact@asosiseni.org,05-01-2024,25-02-2024,Nasional,Asosiasi Seni Rupa Indonesia,6282145678901,"Lomba desain poster tingkat nasional, di mana peserta dari seluruh negara bersaing untuk menghasilkan poster terbaik dalam berbagai kategori atau tema.",Rp 670.000
133,poster,Eco-Poster Challenge,greenart@foundation.org,10-01-2024,20-02-2024,Internasional,Green Art Foundation,6282156789012,"Kompetisi desain poster yang fokus pada tema lingkungan dan keberlanjutan, meminta peserta untuk menciptakan poster yang mempromosikan kesadaran ekologis.",Rp 680.000
134,poster,Creative Poster Showcase,showcase@universitas.com,15-01-2024,15-03-2024,Nasional,Universitas Kreatif,6282234567890,"Pameran yang menampilkan poster-poster kreatif, di mana peserta menunjukkan kemampuan desain mereka dengan poster yang unik dan inovatif.",Rp 690.000
135,poster,Global Poster Awards,globalawards@designcouncil.org,01-02-2024,30-03-2024,Internasional,International Design Council,6282345678901,"Penghargaan internasional untuk desain poster, di mana peserta dari berbagai negara bersaing dalam kategori poster global.",Rp 700.000
136,poster,Visual Arts Poster Competition,info@visualartsacademy.edu,10-02-2024,10-04-2024,Nasional,Visual Arts Academy,6282456789012,"Lomba desain poster yang menekankan pada seni visual, di mana peserta diminta untuk menciptakan poster yang menonjol dalam aspek artistik dan visual.",Rp 710.000
137,poster,Poster Innovation Contest,contact@designinnovators.com,01-03-2024,15-05-2024,Nasional,Design Innovators Inc.,6282567890123,"Kompetisi yang menilai inovasi dalam desain poster, mencari solusi kreatif dan baru dalam penyampaian pesan melalui poster.",Rp 720.000
138,poster,Art and Design Poster Competition,artnetwork@globalart.org,15-03-2024,30-05-2024,Internasional,Global Art Network,6282678901234,"Lomba desain poster yang menggabungkan seni dan desain, menilai bagaimana kedua elemen tersebut digabungkan dalam karya poster.",Rp 730.000
139,poster,Digital Poster Design Challenge,digitalhub@design.org,01-04-2024,01-06-2024,Nasional,Digital Design Hub,6282789012345,"Kompetisi yang menguji keterampilan peserta dalam mendesain poster secara digital, menggunakan perangkat lunak desain grafis.",Rp 740.000
140,poster,Poster Art Contest,artenthusiasts@association.org,10-04-2024,30-06-2024,Nasional,Art Enthusiasts Association,6282890123456,Lomba seni poster yang menilai kemampuan peserta dalam menciptakan karya seni poster dengan kualitas artistik yang tinggi.,Rp 750.000
141,essay,National Essay Writing Contest,info@pnfoundation.org,01-01-2024,31-01-2024,Nasional,Pendidikan Nasional Foundation,6282901234567,"Kompetisi menulis esai tingkat nasional, di mana peserta bersaing untuk menghasilkan esai terbaik dalam berbagai tema atau kategori.",Rp 330.000
142,essay,Social Issues Essay Competition,contact@socialchange.org,05-01-2024,28-02-2024,Internasional,Global Social Change Network,6283012345678,"Lomba menulis esai yang fokus pada isu-isu sosial, meminta peserta untuk menguraikan dan menganalisis masalah sosial tertentu dalam esai mereka.",Rp 350.000
143,essay,Environmental Essay Challenge,greenearth@organization.org,10-01-2024,15-03-2024,Nasional,Green Earth Organization,6283123456789,"Kompetisi esai yang berfokus pada isu lingkungan, di mana peserta menulis esai mengenai tantangan dan solusi terkait dengan pelestarian lingkungan.",Rp 400.000
144,essay,Economic Insights Essay Contest,ieforum@economic.org,15-01-2024,15-04-2024,Internasional,International Economic Forum,6283234567890,"Lomba esai yang menilai pemahaman dan analisis peserta tentang isu-isu ekonomi, termasuk kebijakan, teori, dan praktik ekonomi.",Rp 300.000
145,essay,Political Analysis Essay Competition,contact@politicalstudies.edu,01-02-2024,30-04-2024,Nasional,Political Studies Institute,6283345678901,Kompetisi menulis esai yang menguji kemampuan peserta dalam menganalisis isu politik dan kebijakan dalam bentuk esai.,Rp 230.000
146,essay,Technology Impact Essay Challenge,techcenter@innovations.org,10-02-2024,15-05-2024,Internasional,Tech Innovations Center,6283456789012,"Lomba esai yang berfokus pada dampak teknologi terhadap masyarakat, meminta peserta untuk mengeksplorasi efek teknologi dalam berbagai aspek kehidupan.",Rp 520.000
147,essay,Health and Wellness Essay Contest,healthwellness@foundation.org,01-03-2024,15-06-2024,Nasional,Health and Wellness Foundation,6283567890123,"Kompetisi esai yang menilai tulisan peserta mengenai kesehatan dan kesejahteraan, termasuk aspek fisik, mental, dan emosional.",Rp 330.000
148,essay,Education Reform Essay Competition,educationreform@alliance.org,15-03-2024,30-06-2024,Nasional,Education Reform Alliance,6283678901234,"Lomba esai yang meminta peserta untuk menulis tentang reformasi pendidikan, dengan fokus pada ide-ide inovatif dan solusi untuk perbaikan sistem pendidikan.",Rp 350.000
149,essay,Legal Studies Essay Contest,globallegal@studies.org,01-04-2024,15-07-2024,Internasional,Global Legal Studies Network,6283789012345,"Kompetisi menulis esai yang berfokus pada studi hukum, di mana peserta menulis esai tentang isu-isu hukum, teori, atau praktik.",Rp 300.000
150,essay,Humanities Essay Challenge,info@humanitiesassoc.org,10-04-2024,31-07-2024,Nasional,Humanities Association,6283890123456,"Lomba esai yang menilai pemahaman dan analisis peserta tentang topik-topik dalam bidang humaniora, seperti sejarah, filsafat, atau sastra.",Rp 200.000
